ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,TotalChildren,TotalSpend,TotalPurchases,TotalCampaignsAccepted,Tenure_Days,Income_Per_Person,Spend_to_Income_Ratio,IsParent,AvgPurchaseValue
11834,1947,2n Cycle,Married,36300.0,1,1,57,154,10,168,0,10,52,4,0,1,3,5,0,0,0,0,0,0,0,77,2,394,4,0,956,12100.0,0.0109,1,78.8
11835,1952,PhD,Married,86800.0,0,0,82,963,39,363,144,59,106,2,8,4,7,3,0,1,0,1,0,0,0,72,0,1674,19,2,1691,86800.0,0.0193,0,83.7
11836,1968,Graduation,Single,36900.0,0,0,46,73,0,487,55,0,0,2,1,3,0,9,0,0,0,0,0,0,1,56,0,615,4,0,3209,36900.0,0.0167,0,123.0
11837,1962,PhD,Single,99500.0,0,0,70,749,30,603,48,76,86,2,6,6,17,10,1,0,0,0,0,0,0,62,0,1592,29,1,2183,99500.0,0.016,0,53.07
11838,1970,Master,Married,51400.0,0,0,47,299,27,232,111,60,79,3,7,3,4,7,0,0,1,0,0,0,0,54,0,808,14,1,3492,51400.0,0.0157,0,53.87
11839,1946,Graduation,Married,58600.0,0,0,66,736,34,334,49,80,7,3,0,3,5,5,0,1,0,1,0,0,1,78,0,1240,8,2,499,58600.0,0.0212,0,137.78
11840,1956,2n Cycle,Divorced,46200.0,1,0,63,373,58,128,94,44,0,5,5,0,6,7,0,1,0,0,0,0,0,68,1,697,11,1,1616,23100.0,0.0151,1,58.08
11841,1948,Basic,Together,13800.0,0,2,37,394,3,34,0,54,68,0,4,4,2,6,0,0,0,0,1,0,0,76,2,553,10,1,672,4600.0,0.0401,1,50.27
11842,1947,PhD,Divorced,74200.0,2,0,16,164,55,351,0,0,59,0,10,7,9,7,0,1,1,0,0,0,1,77,2,629,26,2,870,24733.33,0.0085,1,23.3
11843,1948,PhD,Divorced,80400.0,2,0,70,194,0,160,52,31,151,5,2,2,1,4,1,0,0,0,1,0,0,76,2,588,5,2,583,26800.0,0.0073,1,98.0
11844,1998,Graduation,Together,41000.0,0,0,54,21,0,491,94,0,21,3,2,1,2,7,0,0,0,0,0,0,0,26,0,627,5,0,1964,41000.0,0.0153,0,104.5
11845,1947,Graduation,Married,39400.0,1,1,97,460,6,51,0,29,97,2,4,6,0,7,0,0,0,0,0,0,0,77,2,643,10,0,3621,13133.33,0.0163,1,58.45
11846,1995,PhD,Married,45900.0,0,0,43,535,2,0,0,0,0,0,4,1,7,6,0,0,0,0,0,0,0,29,0,537,12,0,680,45900.0,0.0117,0,41.31
11847,1949,Graduation,Single,54300.0,0,0,34,484,0,495,53,45,37,2,4,2,9,7,0,0,0,0,0,0,0,75,0,1114,15,0,1243,54300.0,0.0205,0,69.62
11848,1981,Graduation,Married,63900.0,0,1,14,126,0,352,23,21,76,0,3,0,4,8,1,1,1,0,0,0,0,43,1,598,7,3,3338,31950.0,0.0094,1,74.75
11849,1970,Graduation,Married,55200.0,0,0,4,420,0,149,20,6,81,3,4,0,1,5,0,0,0,0,0,0,0,54,0,676,5,0,2198,55200.0,0.0122,0,112.67
11850,1946,Master,Together,17300.0,0,0,97,0,0,192,0,0,0,4,3,3,2,4,0,0,0,0,0,0,0,78,0,192,8,0,3523,17300.0,0.0111,0,21.33
11851,1968,PhD,Married,104600.0,0,0,79,895,57,267,91,84,143,2,12,4,6,9,1,0,0,1,1,0,0,56,0,1537,22,3,1729,104600.0,0.0147,0,66.83
11852,1975,Master,Together,60900.0,1,0,77,202,69,374,74,0,27,2,10,5,1,6,0,0,0,0,0,0,0,49,1,746,16,0,3320,30450.0,0.0122,1,43.88
11853,1973,Graduation,Married,55500.0,0,0,34,0,0,84,0,42,43,0,10,1,0,2,0,1,1,0,0,0,1,51,0,169,11,2,1607,55500.0,0.003,0,14.08
11854,1964,Master,Divorced,35200.0,0,0,22,0,10,581,0,0,0,0,0,4,0,1,1,0,0,0,0,0,0,60,0,591,4,1,642,35200.0,0.0168,0,118.2
11855,1986,PhD,Married,81600.0,1,0,11,515,0,304,2,63,185,1,8,3,11,6,0,0,0,0,1,0,0,38,1,1069,22,1,2329,40800.0,0.0131,1,46.48
11856,1969,Master,Married,79000.0,1,0,27,244,31,680,36,62,0,0,7,6,6,5,0,0,0,0,0,0,0,55,1,1053,19,0,1074,39500.0,0.0133,1,52.65
11857,1950,Master,Together,45000.0,0,0,82,124,22,168,58,37,29,2,3,0,2,3,0,0,0,1,0,0,0,74,0,438,5,1,3399,45000.0,0.0097,0,73.0
11858,1950,Master,Married,86900.0,1,0,78,855,14,0,17,21,48,0,3,2,9,6,1,0,1,0,0,0,1,74,1,955,14,2,3133,43450.0,0.011,1,63.67
11859,2000,Master,Married,27600.0,1,0,26,157,0,90,62,38,16,1,3,0,0,2,1,0,1,1,0,0,0,24,1,363,3,3,1775,13800.0,0.0132,1,90.75
11860,1979,Basic,Divorced,29500.0,0,1,51,216,39,0,36,40,26,1,0,0,5,4,0,1,0,0,0,0,1,45,1,357,5,1,3132,14750.0,0.0121,1,59.5
11861,1950,Master,Divorced,133300.0,0,1,35,811,69,332,132,8,42,2,13,6,18,6,1,1,0,1,1,0,0,74,1,1394,37,4,1311,66650.0,0.0105,1,36.68
11862,1976,Graduation,Together,53800.0,1,0,90,445,53,158,7,0,75,1,1,1,1,10,0,0,0,0,0,0,0,48,1,738,3,0,3694,26900.0,0.0137,1,184.5
11863,1945,PhD,Married,36400.0,0,0,18,336,52,0,0,42,10,0,1,0,4,8,0,0,0,0,0,0,0,79,0,440,5,0,2657,36400.0,0.0121,0,73.33
11864,1961,Graduation,Together,61100.0,0,1,77,256,53,306,82,41,9,0,6,1,7,4,0,0,0,0,0,0,1,63,1,747,14,0,2891,30550.0,0.0122,1,49.8
11865,1968,Master,Married,38600.0,0,2,57,451,0,311,0,13,89,2,0,2,1,4,0,0,1,0,0,0,0,56,2,864,3,1,2001,12866.67,0.0224,1,216.0
11866,1946,Master,Together,101100.0,0,0,92,549,34,0,56,23,93,0,7,4,12,6,0,0,0,0,0,0,0,78,0,755,23,0,2081,101100.0,0.0075,0,31.46
11867,1994,Graduation,Widow,59600.0,1,0,61,560,34,54,20,19,64,4,6,1,1,2,0,0,0,0,0,0,0,30,1,751,8,0,1325,29800.0,0.0126,1,83.44
11868,1962,Graduation,Together,44600.0,2,0,41,623,69,445,35,57,0,1,0,1,7,7,1,1,0,0,0,0,0,62,2,1229,8,2,1778,14866.67,0.0276,1,136.56
11869,1966,Graduation,Together,53200.0,0,1,43,520,42,550,0,57,47,1,7,0,6,0,1,0,0,0,0,0,1,58,1,1216,13,1,3566,26600.0,0.0229,1,86.86
11870,1963,PhD,Married,73700.0,1,0,37,406,50,334,21,69,113,0,3,0,9,5,1,1,0,1,0,0,0,61,1,993,12,3,2384,36850.0,0.0135,1,76.38
11871,2001,Graduation,Married,53200.0,0,0,82,305,32,0,7,0,0,0,0,3,9,2,0,0,0,0,0,0,0,23,0,344,12,0,2374,53200.0,0.0065,0,26.46
11872,1959,Graduation,Together,63800.0,0,1,62,489,2,108,61,104,21,5,7,2,7,7,0,0,1,1,0,0,0,65,1,785,16,2,926,31900.0,0.0123,1,46.18
11873,1940,Master,Married,63700.0,0,0,44,386,22,261,6,16,82,4,8,0,8,6,0,0,0,0,1,0,1,84,0,773,16,1,2147,63700.0,0.0121,0,45.47
11874,2002,Graduation,Together,16500.0,0,0,85,384,9,168,0,0,53,0,0,3,1,3,0,0,0,0,0,0,0,22,0,614,4,0,3977,16500.0,0.0372,0,122.8
11875,2003,Graduation,Married,91700.0,1,0,3,111,41,145,19,34,103,5,3,3,12,6,1,0,1,1,0,0,0,21,1,453,18,3,1648,45850.0,0.0049,1,23.84
11876,1949,Graduation,Divorced,34400.0,0,1,17,224,52,0,68,0,99,0,0,0,0,2,0,0,0,0,0,0,0,75,1,443,0,0,3096,17200.0,0.0129,1,443.0
11877,1952,PhD,Single,94500.0,0,0,63,488,90,558,110,25,38,3,4,6,5,2,0,1,0,1,0,0,1,72,0,1309,15,2,1566,94500.0,0.0139,0,81.81
11878,1953,Master,Married,69700.0,0,0,73,582,70,363,52,15,91,1,3,5,13,7,0,1,0,0,0,0,1,71,0,1173,21,1,1815,69700.0,0.0168,0,53.32
11879,1941,PhD,Together,71300.0,1,2,22,217,23,201,0,65,28,5,0,3,4,3,1,1,0,1,0,0,0,83,3,534,7,3,3195,17825.0,0.0075,1,66.75
11880,1982,Graduation,Together,31400.0,2,0,33,268,8,132,56,25,0,4,3,0,0,2,0,0,0,1,0,0,0,42,2,489,3,1,2238,10466.67,0.0156,1,122.25
11881,1982,Basic,Married,29400.0,0,1,43,445,0,0,0,67,0,2,1,0,5,7,0,0,0,0,0,0,0,42,1,512,6,0,2274,14700.0,0.0174,1,73.14
11882,1953,Graduation,Married,39700.0,0,0,92,0,9,263,80,5,207,1,6,1,8,5,0,0,0,0,0,0,0,71,0,564,15,0,1285,39700.0,0.0142,0,35.25
11883,1990,Graduation,Single,32200.0,0,0,89,87,0,305,6,37,0,0,4,3,0,3,0,0,0,0,1,0,0,34,0,435,7,1,702,32200.0,0.0135,0,54.38
11884,1999,Master,Married,61700.0,1,0,51,387,21,65,16,24,38,0,3,5,11,8,1,1,0,0,0,0,0,25,1,551,19,2,404,30850.0,0.0089,1,27.55
11885,1962,Graduation,Married,63500.0,1,0,71,976,45,387,66,0,11,0,5,1,1,3,0,1,0,0,0,0,0,62,1,1485,7,1,876,31750.0,0.0234,1,185.62
11886,1982,Graduation,Divorced,66300.0,0,0,70,393,65,92,54,1,41,0,1,2,5,6,0,1,0,0,1,0,0,42,0,646,8,2,1385,66300.0,0.0097,0,71.78
11887,1961,2n Cycle,Single,51500.0,0,0,87,415,43,155,0,49,0,3,1,0,11,4,0,0,0,0,0,0,0,63,0,662,12,0,2424,51500.0,0.0129,0,50.92
11888,1979,Graduation,Together,27700.0,0,0,25,0,0,0,0,49,0,6,0,1,7,4,0,0,0,0,0,0,0,45,0,49,8,0,916,27700.0,0.0018,0,5.44
11889,2000,Master,Together,63100.0,1,0,14,244,7,93,0,44,43,0,10,4,13,4,1,0,0,0,0,0,0,24,1,431,27,1,2097,31550.0,0.0068,1,15.39
11890,1993,Basic,Married,25100.0,0,0,97,283,37,284,0,0,11,0,5,3,0,7,0,0,0,0,0,0,1,31,0,615,8,0,2010,25100.0,0.0245,0,68.33
11891,2002,PhD,Divorced,55600.0,0,0,55,460,4,15,11,31,62,0,0,5,5,7,0,1,0,0,0,0,0,22,0,583,10,1,2484,55600.0,0.0105,0,53.0
11892,1943,Graduation,Married,48700.0,0,2,45,274,33,117,0,0,118,2,5,4,5,4,1,1,1,0,1,0,1,81,2,542,14,4,919,16233.33,0.0111,1,36.13
11893,1946,PhD,Married,71400.0,1,1,17,100,8,560,66,10,56,3,4,7,10,9,0,0,1,0,1,0,0,78,2,800,21,2,1356,23800.0,0.0112,1,36.36
11894,1944,Graduation,Together,53600.0,1,1,10,819,15,217,40,47,0,2,5,3,14,5,0,0,0,0,0,0,0,80,2,1138,22,0,1700,17866.67,0.0212,1,49.48
11895,1975,Graduation,Together,52200.0,2,0,40,453,20,484,39,119,62,0,3,0,0,3,0,0,1,0,1,0,0,49,2,1177,3,2,1869,17400.0,0.0225,1,294.25
11896,1956,Master,Single,83700.0,0,0,81,22,29,431,105,64,77,3,5,2,5,5,1,1,1,0,0,0,0,68,0,728,12,3,2707,83700.0,0.0087,0,56.0
11897,1962,Basic,Single,24700.0,0,0,85,225,56,0,63,0,71,0,0,0,0,5,0,1,0,0,0,0,0,62,0,415,0,1,2659,24700.0,0.0168,0,415.0
11898,1986,Basic,Single,24400.0,0,0,68,0,40,128,0,87,0,4,1,2,2,2,1,1,0,0,0,0,0,38,0,255,5,2,2136,24400.0,0.0105,0,42.5
11899,1963,Graduation,Divorced,48000.0,0,2,67,399,19,339,100,71,5,2,1,4,4,3,0,0,0,0,0,0,0,61,2,933,9,0,3655,16000.0,0.0194,1,93.3
11900,1971,Master,Together,50600.0,0,0,12,327,63,90,79,0,0,2,2,5,5,5,1,0,0,0,0,0,0,53,0,559,12,1,1505,50600.0,0.011,0,43.0
11901,1945,2n Cycle,Single,46600.0,0,0,0,0,74,66,31,0,105,1,0,5,3,3,0,1,0,1,1,0,0,79,0,276,8,3,1181,46600.0,0.0059,0,30.67
11902,1973,2n Cycle,Divorced,45600.0,2,1,7,240,24,102,0,0,51,0,2,1,3,3,0,0,0,0,0,0,0,51,3,417,6,0,1600,11400.0,0.0091,1,59.57
11903,1958,PhD,Together,42000.0,0,0,62,415,0,102,22,0,63,0,4,2,1,1,0,0,0,0,1,0,0,66,0,602,7,1,2195,42000.0,0.0143,0,75.25
11904,1980,Basic,Together,20300.0,1,0,38,53,7,54,37,22,7,3,5,0,2,4,0,0,0,0,0,0,0,44,1,180,7,0,1595,10150.0,0.0089,1,22.5
11905,1981,Basic,Single,20000.0,0,0,7,0,12,0,47,2,0,2,4,0,3,13,0,1,0,0,0,0,0,43,0,61,7,1,3702,20000.0,0.003,0,7.62
11906,1968,Master,Married,76000.0,1,0,20,585,3,0,24,0,97,0,13,6,5,7,0,0,1,0,0,0,1,56,1,709,24,1,1768,38000.0,0.0093,1,28.36
11907,1949,Basic,Together,33200.0,0,0,22,336,0,318,0,0,45,3,2,2,10,5,0,0,1,0,0,0,1,75,0,699,14,1,317,33200.0,0.0211,0,46.6
11908,1969,2n Cycle,Married,59700.0,1,0,89,299,30,83,21,58,97,1,1,6,13,4,1,0,0,1,0,0,0,55,1,588,20,2,1917,29850.0,0.0098,1,28.0
11909,1964,Graduation,Single,74200.0,0,0,28,430,96,370,87,4,97,2,6,4,5,3,1,0,1,0,0,0,1,60,0,1084,15,2,1472,74200.0,0.0146,0,67.75
11910,1969,Master,Single,83700.0,0,0,37,409,43,306,60,65,43,3,3,5,3,7,0,1,0,0,1,0,1,55,0,926,11,2,2716,83700.0,0.0111,0,77.17
11911,2000,Graduation,Together,57200.0,0,0,76,0,0,124,0,0,128,0,4,0,3,5,0,1,0,0,0,0,0,24,0,252,7,1,1929,57200.0,0.0044,0,31.5
11912,1954,Graduation,Married,58200.0,1,1,60,84,54,402,62,87,69,1,3,2,6,9,0,0,0,0,0,0,0,70,2,758,11,0,1797,19400.0,0.013,1,63.17
11913,1960,Graduation,Widow,86700.0,2,1,55,645,54,0,118,74,139,0,3,3,3,3,1,0,0,0,0,0,0,64,3,1030,9,1,2470,21675.0,0.0119,1,103.0
11914,1980,Graduation,Single,44100.0,0,0,57,861,9,73,19,15,0,0,3,4,5,4,0,0,0,0,0,0,0,44,0,977,12,0,3990,44100.0,0.0222,0,75.15
11915,1980,Graduation,Divorced,67800.0,0,1,95,513,0,353,0,51,0,1,3,2,4,7,1,0,1,0,0,0,0,44,1,917,9,2,508,33900.0,0.0135,1,91.7
11916,1961,Graduation,Together,43800.0,2,0,39,277,0,0,0,27,46,4,5,2,0,8,0,1,0,0,0,0,0,63,2,350,7,1,3630,14600.0,0.008,1,43.75
11917,1949,Graduation,Married,33900.0,0,0,57,529,20,145,0,0,92,0,2,0,1,5,1,0,0,0,0,1,0,75,0,786,3,1,373,33900.0,0.0232,0,196.5
11918,1983,Graduation,Married,30800.0,0,1,3,283,12,120,0,1,108,4,7,0,0,9,0,1,0,0,1,0,1,41,1,524,7,2,1125,15400.0,0.017,1,65.5
11919,1988,Graduation,Widow,55000.0,0,0,93,402,98,70,71,104,91,3,3,2,2,6,0,1,0,1,0,0,0,36,0,836,7,2,2268,55000.0,0.0152,0,104.5
11920,1954,Graduation,Married,67300.0,0,1,17,174,7,150,14,38,77,5,6,2,1,4,1,0,1,0,0,0,0,70,1,460,9,2,3594,33650.0,0.0068,1,46.0
11921,1947,Graduation,Married,42600.0,0,0,8,581,28,221,27,32,36,0,4,0,2,6,0,0,0,0,1,0,1,77,0,925,6,1,2477,42600.0,0.0217,0,132.14
11922,1980,Graduation,Married,80500.0,0,0,0,532,51,218,85,0,132,0,0,2,13,4,1,0,0,0,0,0,1,44,0,1018,15,1,3652,80500.0,0.0126,0,63.62
11923,1964,Graduation,Married,53100.0,1,0,28,509,19,184,4,80,0,0,3,6,10,3,1,1,1,0,0,0,1,60,1,796,19,3,2394,26550.0,0.015,1,39.8
11924,2000,Graduation,Married,31900.0,0,0,37,604,9,413,72,33,0,5,5,0,2,3,0,0,0,0,0,0,0,24,0,1131,7,0,1919,31900.0,0.0355,0,141.38
11925,1999,Graduation,Together,69200.0,1,0,33,544,23,109,54,30,0,5,4,4,5,2,1,0,0,1,1,0,0,25,1,760,13,3,3037,34600.0,0.011,1,54.29
11926,1963,Graduation,Married,46400.0,0,0,42,731,29,39,37,0,83,5,3,0,6,3,0,1,0,0,0,0,0,61,0,919,9,1,698,46400.0,0.0198,0,91.9
11927,1980,PhD,Divorced,5000.0,0,0,81,152,0,0,44,6,0,2,1,0,0,3,0,0,0,0,0,0,1,44,0,202,1,0,1244,5000.0,0.0404,0,101.0
11928,1978,Basic,Divorced,29800.0,1,0,99,0,46,224,17,0,36,4,1,2,5,2,0,0,0,1,0,0,0,46,1,323,8,1,604,14900.0,0.0108,1,35.89
11929,1953,Graduation,Divorced,49700.0,0,0,66,80,67,107,46,46,75,1,0,4,6,3,0,0,0,0,0,0,0,71,0,421,10,0,1366,49700.0,0.0085,0,38.27
11930,1974,Graduation,Married,31900.0,0,0,62,560,7,0,82,49,0,1,6,5,2,10,0,0,0,0,0,0,0,50,0,698,13,0,410,31900.0,0.0219,0,49.86
11931,1940,Basic,Together,17900.0,0,1,0,484,0,1,158,83,21,0,0,1,2,5,0,0,0,0,0,0,0,84,1,747,3,0,2213,8950.0,0.0417,1,186.75
11932,1998,Graduation,Together,62900.0,0,0,47,128,92,0,0,7,48,1,4,2,9,5,0,1,1,1,0,0,0,26,0,275,15,3,942,62900.0,0.0044,0,17.19
11933,1975,Graduation,Divorced,35600.0,0,0,67,149,46,10,18,0,0,2,0,2,5,6,1,0,1,1,0,0,1,49,0,223,7,3,3299,35600.0,0.0063,0,27.88
11934,1947,Master,Married,90400.0,2,2,97,427,33,390,53,47,0,0,6,0,5,2,1,0,0,0,1,0,1,77,4,950,11,2,1490,18080.0,0.0105,1,79.17
11935,1944,Master,Single,58100.0,0,0,28,693,69,327,68,94,161,7,3,0,5,1,0,0,0,0,0,0,0,80,0,1412,8,0,766,58100.0,0.0243,0,156.89
11936,1962,Graduation,Together,49100.0,2,0,12,313,60,0,16,60,0,0,0,2,6,3,0,1,0,0,0,0,0,62,2,449,8,1,1306,16366.67,0.0091,1,49.89
11937,1965,Basic,Married,17800.0,0,0,46,144,31,519,0,0,38,2,0,2,0,3,0,0,0,0,1,0,0,59,0,732,2,1,738,17800.0,0.0411,0,244.0
11938,1940,Master,Single,71700.0,0,0,88,279,45,179,100,63,66,2,2,4,8,4,0,1,0,0,1,0,0,84,0,732,14,2,1879,71700.0,0.0102,0,48.8
11939,2002,Graduation,Married,66100.0,1,0,32,155,0,411,0,87,13,1,7,3,1,9,0,0,0,0,0,0,0,22,1,666,11,0,671,33050.0,0.0101,1,55.5
11940,1958,Graduation,Single,73600.0,0,0,64,141,2,308,45,46,0,3,0,4,5,3,0,0,1,0,0,0,0,66,0,542,9,1,3946,73600.0,0.0074,0,54.2
11941,2002,Master,Married,59500.0,1,0,87,236,7,218,24,0,90,0,5,4,5,5,0,0,0,0,1,0,0,22,1,575,14,1,390,29750.0,0.0097,1,38.33
11942,1997,PhD,Single,59600.0,0,0,22,389,35,250,31,0,101,6,0,4,10,3,0,0,0,0,0,0,1,27,0,806,14,0,1334,59600.0,0.0135,0,53.73
11943,1986,PhD,Divorced,63400.0,0,0,98,537,12,259,9,55,120,1,4,1,4,4,1,0,1,1,0,0,0,38,0,992,9,3,735,63400.0,0.0156,0,99.2
11944,1945,Master,Married,74800.0,0,2,98,433,62,573,26,37,70,2,7,3,5,11,0,0,0,0,0,0,0,79,2,1201,15,0,924,24933.33,0.0161,1,75.06
11945,2002,PhD,Married,90000.0,0,0,54,332,0,360,0,65,28,1,8,1,4,5,1,1,0,1,0,0,1,22,0,785,13,3,3616,90000.0,0.0087,0,56.07
11946,1992,Basic,Married,26200.0,1,0,59,237,0,250,0,0,0,4,3,0,8,8,0,0,0,0,0,0,0,32,1,487,11,0,503,13100.0,0.0186,1,40.58
11947,1953,PhD,Widow,50400.0,0,0,47,0,14,304,117,69,3,2,5,1,0,8,1,0,1,0,0,0,0,71,0,507,6,2,2859,50400.0,0.0101,0,72.43
11948,1961,Graduation,Single,68600.0,0,0,42,698,12,304,81,38,146,3,9,1,11,5,0,0,0,0,0,0,0,63,0,1279,21,0,543,68600.0,0.0186,0,58.14
11949,1964,Graduation,Married,76500.0,1,0,87,418,6,589,123,30,121,0,5,4,14,4,0,1,0,0,0,0,0,60,1,1287,23,1,2926,38250.0,0.0168,1,53.62
11950,1981,Master,Single,48700.0,0,0,89,347,32,24,47,83,22,1,0,4,8,3,0,0,0,0,0,0,0,43,0,555,12,0,2221,48700.0,0.0114,0,42.69
11951,1976,Master,Together,23300.0,1,0,83,450,38,0,0,76,0,2,2,0,0,10,0,1,0,0,0,0,0,48,1,564,2,1,2098,11650.0,0.0242,1,188.0
11952,1944,Graduation,Married,38400.0,0,0,34,683,53,125,6,26,0,2,0,1,0,6,0,0,0,0,0,0,0,80,0,893,1,0,2029,38400.0,0.0233,0,446.5
11953,1979,Graduation,Single,12100.0,0,0,49,27,33,0,31,18,29,2,0,0,0,7,0,0,0,0,0,0,0,45,0,138,0,0,2690,12100.0,0.0114,0,138.0
11954,1971,PhD,Single,43200.0,0,0,85,588,74,408,75,119,18,3,2,2,9,9,0,0,1,1,1,0,0,53,0,1282,13,3,321,43200.0,0.0297,0,91.57
11955,1953,Graduation,Together,39900.0,0,0,76,473,26,445,75,46,41,3,0,2,11,3,0,0,0,0,1,0,0,71,0,1106,13,1,1652,39900.0,0.0277,0,79.0
11956,2002,PhD,Together,68500.0,1,0,84,85,51,196,64,0,155,0,2,6,11,5,1,1,0,0,0,0,0,22,1,551,19,2,2888,34250.0,0.008,1,27.55
11957,1949,Master,Married,13800.0,0,0,2,0,0,375,72,0,0,1,0,2,2,3,0,0,1,0,1,0,0,75,0,447,4,2,2520,13800.0,0.0324,0,89.4
11958,2000,Graduation,Married,39600.0,0,0,73,232,8,52,35,44,23,6,5,0,4,2,0,1,0,0,0,0,0,24,0,394,9,1,1460,39600.0,0.0099,0,39.4
11959,1955,2n Cycle,Married,35700.0,1,0,97,261,33,0,41,55,68,5,1,0,0,6,0,1,1,0,0,0,0,69,1,458,1,2,3906,17850.0,0.0128,1,229.0
11960,1954,Graduation,Single,40400.0,0,0,60,139,65,171,95,31,21,4,0,5,7,7,0,0,0,0,1,0,0,70,0,522,12,1,1855,40400.0,0.0129,0,40.15
11961,1982,Master,Together,43200.0,1,1,69,226,33,75,53,26,42,3,0,0,5,3,0,1,0,0,0,0,0,42,2,455,5,1,3350,14400.0,0.0105,1,75.83
11962,1977,2n Cycle,Widow,50100.0,0,0,26,17,52,701,76,2,10,0,0,5,5,1,0,1,0,0,1,0,0,47,0,858,10,2,3987,50100.0,0.0171,0,78.0
11963,1969,Graduation,Together,68700.0,0,0,58,265,0,438,33,0,13,2,2,2,5,5,1,0,0,0,1,0,0,55,0,749,9,2,543,68700.0,0.0109,0,74.9
11964,1945,Graduation,Married,38300.0,1,0,59,0,26,0,12,66,12,1,0,6,0,3,1,0,1,0,1,0,0,79,1,116,6,3,1548,19150.0,0.003,1,16.57
11965,1985,Graduation,Single,50200.0,0,0,78,418,33,294,53,2,0,3,3,3,0,5,1,0,0,0,0,0,0,39,0,800,6,1,2326,50200.0,0.0159,0,114.29
11966,1943,Master,Together,97200.0,1,1,94,678,38,195,0,0,146,1,5,6,5,8,0,1,0,0,0,0,1,81,2,1057,16,1,2869,32400.0,0.0109,1,62.18
11967,1974,Graduation,Together,16300.0,1,0,37,231,12,0,33,0,0,2,0,0,7,9,0,0,0,0,0,0,0,50,1,276,7,0,1361,8150.0,0.0169,1,34.5
11968,1941,PhD,Single,88400.0,0,0,82,461,94,162,0,0,0,5,8,2,10,2,0,0,0,1,1,0,0,83,0,717,20,2,2634,88400.0,0.0081,0,34.14
11969,1943,Graduation,Together,68700.0,1,0,82,713,17,108,31,8,104,1,5,2,9,4,0,0,0,0,0,0,0,81,1,981,16,0,3522,34350.0,0.0143,1,57.71
11970,1980,PhD,Married,65200.0,0,0,52,277,28,164,12,79,77,5,4,4,6,3,0,0,0,0,0,0,0,44,0,637,14,0,3066,65200.0,0.0098,0,42.47
11971,2002,Master,Together,85500.0,0,0,52,176,32,559,0,112,46,2,5,4,6,3,0,1,0,1,0,0,0,22,0,925,15,2,3477,85500.0,0.0108,0,57.81
11972,1992,Basic,Married,20700.0,1,0,13,196,0,192,12,47,0,2,2,2,0,0,0,0,0,0,0,0,0,32,1,447,4,0,831,10350.0,0.0216,1,89.4
11973,2002,2n Cycle,Single,48400.0,0,0,24,74,22,0,97,3,11,3,0,1,10,7,0,0,1,0,1,0,0,22,0,207,11,2,3242,48400.0,0.0043,0,17.25
11974,1962,Graduation,Single,58900.0,0,0,79,101,0,148,10,42,4,1,2,5,6,5,0,0,1,0,0,0,0,62,0,305,13,1,1164,58900.0,0.0052,0,21.79
11975,1942,PhD,Divorced,73100.0,0,1,82,87,53,486,60,24,74,0,9,1,13,6,0,0,1,0,0,0,0,82,1,784,23,1,2412,36550.0,0.0107,1,32.67
11976,1952,Graduation,Single,55700.0,0,0,27,425,47,524,84,0,0,3,3,0,7,3,0,0,1,0,1,0,0,72,0,1080,10,2,1476,55700.0,0.0194,0,98.18
11977,1960,Master,Married,8000.0,0,1,2,255,23,240,0,0,1,1,0,0,1,3,1,1,0,0,0,0,0,64,1,519,1,2,3478,4000.0,0.0649,1,259.5
11978,1964,PhD,Together,69300.0,0,2,59,316,50,51,54,0,60,2,4,1,7,8,1,0,0,0,0,0,0,60,2,531,12,1,2999,23100.0,0.0077,1,40.85
11979,1989,PhD,Married,52500.0,0,0,0,507,16,0,25,0,228,3,6,2,10,2,0,0,0,0,0,0,0,35,0,776,18,0,3918,52500.0,0.0148,0,40.84
11980,1998,PhD,Married,52100.0,0,0,75,248,42,259,0,28,43,2,3,6,5,3,0,0,1,0,0,0,0,26,0,620,14,1,1356,52100.0,0.0119,0,41.33
11981,1964,2n Cycle,Married,34000.0,0,0,99,250,2,0,0,0,73,2,3,5,0,2,0,1,0,1,0,0,0,60,0,325,8,2,2611,34000.0,0.0096,0,36.11
11982,1962,2n Cycle,Divorced,56100.0,2,0,95,229,116,387,15,57,77,1,4,3,3,9,0,0,0,0,1,0,0,62,2,881,10,1,2564,18700.0,0.0157,1,80.09
11983,1999,Master,Together,78500.0,0,0,94,622,35,554,34,67,72,5,6,0,4,1,0,0,0,0,0,0,0,25,0,1384,10,0,2890,78500.0,0.0176,0,125.82
11984,1999,Graduation,Divorced,38100.0,2,0,53,17,29,261,47,13,21,2,5,2,4,6,1,0,0,0,0,0,0,25,2,388,11,1,1764,12700.0,0.0102,1,32.33
11985,1982,PhD,Together,96300.0,2,0,78,224,10,474,92,0,74,2,8,3,4,10,0,0,1,0,0,0,0,42,2,874,15,1,1292,32100.0,0.0091,1,54.62
11986,1942,Graduation,Single,52200.0,0,0,62,98,23,145,65,0,0,4,0,4,5,7,1,0,0,0,0,0,0,82,0,331,9,1,1342,52200.0,0.0063,0,33.1
